cartridge,bullet_diameter,bullet_type,bullet_weight,powder_type,burn_rate_index,charge_weight,velocity_fps,barrel_length,twist_rate,coal,compressed_load
223_rem,0.2245,ttsx_bt,62.0000,vihtavuori_n540,117,23.9000,2805,25.000,12.0000,2.2440,no
223_rem,0.2245,lrx_bt,77.0000,vihtavuori_n140,112,21.6000,2339,25.000,12.0000,2.2600,no
223_rem,0.2245,lrx_bt,77.0000,vihtavuori_n540,117,21.6000,2425,25.000,12.0000,2.2600,no
223_rem,0.2245,bt_match,85.0000,vihtavuori_n135,102,18.8000,2310,25.000,12.0000,2.2280,no
223_rem,0.2245,bt_match,85.0000,vihtavuori_n140,112,20.8000,2375,25.000,12.0000,2.2280,no
223_rem,0.2245,bt_match,85.0000,vihtavuori_n540,117,22.1000,2470,25.000,12.0000,2.2280,no
223_rem,0.2245,bt_match,85.0000,vihtavuori_n150,124,21.5000,2418,25.000,12.0000,2.2280,no
223_rem,0.2245,varmint_grenade,50.0000,vihtavuori_n130,84,21.5000,3179,25.000,12.0000,2.2010,no
223_rem,0.2245,varmint_grenade,50.0000,vihtavuori_n133,89,23.1000,3255,25.000,12.0000,2.2010,no
223_rem,0.2245,mpg_fb,55.0000,vihtavuori_n133,89,20.8000,3028,25.000,12.0000,2.1650,no
223_rem,0.2245,ttsx_bt,55.0000,vihtavuori_n130,84,23.1000,3176,25.000,12.0000,2.2050,no
223_rem,0.2245,ttsx_bt,55.0000,vihtavuori_n133,89,23.5000,3196,25.000,12.0000,2.2050,no
223_rem,0.2245,tac_x_bt,62.0000,vihtavuori_n133,89,23.1000,2966,25.000,12.0000,2.2600,no
223_rem,0.2245,tac_x_bt,62.0000,vihtavuori_n530,100,24.4000,3100,25.000,12.0000,2.2600,no
223_rem,0.2245,tac_x_bt,62.0000,vihtavuori_n135,102,25.2000,3054,25.000,12.0000,2.2600,no
223_rem,0.2245,tac_x_bt,62.0000,vihtavuori_n140,112,26.2000,3031,25.000,12.0000,2.2600,no
223_rem,0.2245,tac_x_bt,62.0000,vihtavuori_n540,117,27.2000,3159,25.000,12.0000,2.2600,no
223_rem,0.2245,ttsx_bt,62.0000,vihtavuori_n133,89,22.2000,2966,25.000,12.0000,2.2440,no
223_rem,0.2245,bt_match,85.0000,vihtavuori_n135,102,20.8000,2493,25.000,12.0000,2.2280,no
223_rem,0.2245,bt_match,85.0000,vihtavuori_n540,117,23.6000,2687,25.000,12.0000,2.2280,no
223_rem,0.2245,fb_target,52.0000,vihtavuori_n120,81,18.5000,2940,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_target,52.0000,vihtavuori_n130,84,20.8000,3022,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_target,52.0000,vihtavuori_n133,89,22.5000,3077,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_target,52.0000,vihtavuori_n530,100,22.7000,3041,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_target,52.0000,vihtavuori_n135,102,23.9000,3136,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,52.0000,vihtavuori_n130,84,21.1000,2972,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,52.0000,vihtavuori_n133,89,23.0000,3048,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,52.0000,vihtavuori_n530,100,23.6000,3068,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,52.0000,vihtavuori_n135,102,24.1000,3054,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,52.0000,vihtavuori_n140,112,25.0000,2982,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,55.0000,vihtavuori_n130,84,20.7000,2877,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,55.0000,vihtavuori_n133,89,22.4000,2933,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,55.0000,vihtavuori_n530,100,23.1000,2969,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,55.0000,vihtavuori_n135,102,23.8000,2956,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,55.0000,vihtavuori_n140,112,24.7000,2917,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,60.0000,vihtavuori_n133,89,21.5000,2782,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,60.0000,vihtavuori_n530,100,22.4000,2822,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,60.0000,vihtavuori_n135,102,23.0000,2822,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,60.0000,vihtavuori_n140,112,23.9000,2818,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,60.0000,vihtavuori_n540,117,24.8000,2897,25.000,12.0000,2.2600,no
223_rem,0.2245,bt_target,73.0000,vihtavuori_n133,89,18.5000,2451,25.000,12.0000,2.2600,no
223_rem,0.2245,bt_target,73.0000,vihtavuori_n530,100,20.5000,2533,25.000,12.0000,2.2600,no
223_rem,0.2245,bt_target,73.0000,vihtavuori_n135,102,20.2000,2438,25.000,12.0000,2.2600,no
223_rem,0.2245,bt_target,73.0000,vihtavuori_n140,112,21.9000,2503,25.000,12.0000,2.2600,no
223_rem,0.2245,bt_target,73.0000,vihtavuori_n540,117,22.7000,2582,25.000,12.0000,2.2600,no
223_rem,0.2245,vld_target,75.0000,vihtavuori_n133,89,18.7000,2402,25.000,12.0000,2.2600,no
223_rem,0.2245,vld_target,75.0000,vihtavuori_n530,100,20.8000,2546,25.000,12.0000,2.2600,no
223_rem,0.2245,vld_target,75.0000,vihtavuori_n135,102,20.8000,2503,25.000,12.0000,2.2600,no
223_rem,0.2245,vld_target,75.0000,vihtavuori_n140,112,22.2000,2530,25.000,12.0000,2.2600,no
223_rem,0.2245,vld_target,75.0000,vihtavuori_n540,117,22.7000,786,25.000,12.0000,2.2600,no
223_rem,0.2245,otm_tactical,77.0000,vihtavuori_n133,89,17.7000,2402,25.000,12.0000,2.2600,no
223_rem,0.2245,otm_tactical,77.0000,vihtavuori_n135,102,17.7000,2336,25.000,12.0000,2.2600,no
223_rem,0.2245,otm_tactical,77.0000,vihtavuori_n140,112,22.1000,2533,25.000,12.0000,2.2600,no
223_rem,0.2245,otm_tactical,77.0000,vihtavuori_n540,117,22.4000,2543,25.000,12.0000,2.2600,no
223_rem,0.2245,otm_tactical,77.0000,vihtavuori_n150,124,21.6000,2575,25.000,12.0000,2.2600,no
223_rem,0.2245,otm_tactical,77.0000,vihtavuori_n550,129,23.9000,2549,25.000,12.0000,2.2600,no
223_rem,0.2245,fullbore_target,80.5000,vihtavuori_n133,89,19.3000,2444,25.000,12.0000,2.2440,no
223_rem,0.2245,fullbore_target,80.5000,vihtavuori_n530,100,20.5000,2500,25.000,12.0000,2.2440,no
223_rem,0.2245,fullbore_target,80.5000,vihtavuori_n135,102,19.6000,2428,25.000,12.0000,2.2440,no
223_rem,0.2245,fullbore_target,80.5000,vihtavuori_n140,112,21.9000,2500,25.000,12.0000,2.2440,no
223_rem,0.2245,fullbore_target,80.5000,vihtavuori_n540,117,22.5000,2556,25.000,12.0000,2.2440,no
223_rem,0.2245,fullbore_target,80.5000,vihtavuori_n150,124,22.2000,2543,25.000,12.0000,2.2440,no
223_rem,0.2245,fullbore_target,80.5000,vihtavuori_n550,129,24.1000,2523,25.000,12.0000,2.2440,no
223_rem,0.2245,long_range_hybrid_target,85.5000,vihtavuori_n133,89,19.3000,2375,25.000,12.0000,2.3230,no
223_rem,0.2245,long_range_hybrid_target,85.5000,vihtavuori_n135,102,20.1000,2408,25.000,12.0000,2.3230,no
223_rem,0.2245,long_range_hybrid_target,85.5000,vihtavuori_n140,112,21.9000,2477,25.000,12.0000,2.3230,no
223_rem,0.2245,long_range_hybrid_target,85.5000,vihtavuori_n540,117,22.8000,2523,25.000,12.0000,2.3230,no
223_rem,0.2245,long_range_hybrid_target,85.5000,vihtavuori_n150,124,22.4000,2487,25.000,12.0000,2.3230,no
223_rem,0.2245,hpbt,90.0000,vihtavuori_n140,112,19.3000,2119,25.000,12.0000,2.4570,no
223_rem,0.2245,hpbt,90.0000,vihtavuori_n540,117,20.7000,2238,25.000,12.0000,2.4570,no
223_rem,0.2245,hpbt,90.0000,vihtavuori_n150,124,19.4000,2136,25.000,12.0000,2.4570,no
223_rem,0.2245,fb_target,52.0000,vihtavuori_n120,81,20.4000,3189,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_target,52.0000,vihtavuori_n130,84,22.5000,3271,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_target,52.0000,vihtavuori_n133,89,24.8000,3360,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_target,52.0000,vihtavuori_n530,100,25.3000,3369,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_target,52.0000,vihtavuori_n135,102,26.1000,3402,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,52.0000,vihtavuori_n130,84,23.5000,3310,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,52.0000,vihtavuori_n133,89,25.0000,3343,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,52.0000,vihtavuori_n530,100,25.8000,3369,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,52.0000,vihtavuori_n135,102,26.7000,3373,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,52.0000,vihtavuori_n140,112,26.2000,3146,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,55.0000,vihtavuori_n130,84,23.0000,3196,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,55.0000,vihtavuori_n133,89,24.7000,3251,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,55.0000,vihtavuori_n530,100,25.2000,3268,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,55.0000,vihtavuori_n135,102,26.2000,3271,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,55.0000,vihtavuori_n140,112,26.5000,3166,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,60.0000,vihtavuori_n133,89,24.2000,3107,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,60.0000,vihtavuori_n530,100,24.4000,3156,25.000,12.0000,2.2600,no
223_rem,0.2245,fb_varmint,60.0000,vihtavuori_n135,102,25.8000,3140,25.000,12.0000,2.2600,no
